Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Germany,0.08 ,0.07 , 0.09,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.08,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.06,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.05,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.05,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.05,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.05,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.05,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.05,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.05,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.05,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.06,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.08,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.07 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication."
Ghana,3.38 ,2.07 , 4.49,,3.69 ,2.65 , 4.71,,3.87 ,3.11 , 4.91,,3.88 ,3.31 , 4.96,,3.61 ,3.06 , 4.62,,3.49 ,3.02 , 4.45,,3.24 ,2.77 , 3.95,,2.99 ,2.58 , 3.63,,2.71 ,2.35 , 3.27,,2.54 ,2.18 , 3.07,,2.29 ,1.97 , 2.75,,2.19 ,1.85 , 2.61,,2.09 ,1.75 , 2.50,,1.94 ,1.62 , 2.33,,1.85 ,1.55 , 2.23,,1.72 ,1.45 , 2.10,,1.68 ,1.40 , 2.07,,1.63 ,1.34 , 2.01,,1.59 ,1.30 , 1.95,,1.48 ,1.23 , 1.83,,1.47 ,1.22 , 1.82,,1.42 ,1.16 , 1.74,,1.34 ,1.08 , 1.66,,1.29 ,1.04 , 1.61,,1.26 ,1.01 , 1.58,,1.23 ,0.99 , 1.57,,1.20 ,0.97 , 1.53,,1.17 ,0.93 , 1.49,,1.14 ,0.88 , 1.44,,1.09 ,0.82 , 1.40,,0.94 ,0.68 , 1.25,
Greece,0.09 ,0.07 , 0.11,"Children estimates were not available at the time of publication.",0.08 ,0.07 , 0.10,"Children estimates were not available at the time of publication.",0.07 ,0.05 , 0.08,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.06,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.05,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.04,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.05,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.06,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.08,"Children estimates were not available at the time of publication.",0.06 ,0.06 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.09,"Children estimates were not available at the time of publication.",0.08 ,0.07 , 0.10,"Children estimates were not available at the time of publication.",0.10 ,0.09 , 0.12,"Children estimates were not available at the time of publication.",0.13 ,0.11 , 0.16,"Children estimates were not available at the time of publication.",0.16 ,0.14 , 0.19,"Children estimates were not available at the time of publication.",0.18 ,0.16 , 0.22,"Children estimates were not available at the time of publication.",0.19 ,0.17 , 0.23,"Children estimates were not available at the time of publication.",0.19 ,0.17 , 0.23,"Children estimates were not available at the time of publication.",0.17 ,0.15 , 0.21,"Children estimates were not available at the time of publication.",0.14 ,0.13 , 0.18,"Children estimates were not available at the time of publication.",0.11 ,0.10 , 0.15,"Children estimates were not available at the time of publication.",0.09 ,0.07 , 0.12,"Children estimates were not available at the time of publication.",0.08 ,0.06 , 0.10,"Children estimates were not available at the time of publication.",0.08 ,0.07 , 0.10,"Children estimates were not available at the time of publication.",0.10 ,0.08 , 0.13,"Children estimates were not available at the time of publication.",0.13 ,0.10 , 0.18,"Children estimates were not available at the time of publication.",0.18 ,0.13 , 0.24,"Children estimates were not available at the time of publication."
Guatemala,0.31 ,0.10 , 0.65,,0.40 ,0.15 , 0.74,,0.46 ,0.20 , 0.76,,0.51 ,0.25 , 0.79,,0.57 ,0.32 , 0.82,,0.59 ,0.40 , 0.80,,0.59 ,0.43 , 0.76,,0.59 ,0.46 , 0.74,,0.58 ,0.44 , 0.71,,0.56 ,0.42 , 0.70,,0.58 ,0.44 , 0.74,,0.54 ,0.40 , 0.70,,0.51 ,0.37 , 0.67,,0.47 ,0.32 , 0.65,,0.40 ,0.25 , 0.59,,0.36 ,0.23 , 0.57,,0.33 ,0.21 , 0.54,,0.29 ,0.17 , 0.49,,0.25 ,0.15 , 0.45,,0.20 ,0.12 , 0.38,,0.15 ,0.08 , 0.26,,0.13 ,0.07 , 0.21,,0.11 ,0.06 , 0.18,,0.09 ,0.05 , 0.15,,0.08 ,0.04 , 0.13,,0.07 ,0.04 , 0.11,,0.07 ,0.04 , 0.11,,0.06 ,0.04 , 0.10,,0.06 ,0.04 , 0.10,,0.06 ,0.03 , 0.09,,0.05 ,0.03 , 0.09,
Guinea,1.38 ,1.35 , 1.41,,1.61 ,1.58 , 1.65,,1.82 ,1.78 , 1.87,,1.97 ,1.93 , 2.03,,2.10 ,2.04 , 2.17,,2.17 ,2.11 , 2.26,,2.20 ,2.14 , 2.30,,2.25 ,2.18 , 2.36,,2.17 ,2.10 , 2.29,,2.08 ,2.00 , 2.21,,2.06 ,1.98 , 2.19,,1.93 ,1.84 , 2.07,,1.81 ,1.72 , 1.96,,1.72 ,1.63 , 1.86,,1.67 ,1.58 , 1.81,,1.60 ,1.52 , 1.75,,1.58 ,1.49 , 1.72,,1.54 ,1.44 , 1.69,,1.50 ,1.40 , 1.64,,1.39 ,1.29 , 1.54,,1.33 ,1.22 , 1.49,,1.24 ,1.14 , 1.39,,1.17 ,1.07 , 1.31,,1.10 ,1.01 , 1.24,,1.08 ,0.99 , 1.21,,1.02 ,0.94 , 1.15,,0.99 ,0.90 , 1.11,,0.93 ,0.85 , 1.04,,0.87 ,0.79 , 0.97,,0.78 ,0.72 , 0.88,,0.69 ,0.63 , 0.78,
Guinea-Bissau,0.81 ,0.61 , 1.00,,1.17 ,0.89 , 1.43,,1.74 ,1.34 , 2.10,,2.38 ,1.88 , 2.83,,3.17 ,2.56 , 3.67,,4.14 ,3.46 , 4.76,,5.10 ,4.33 , 5.81,,5.99 ,5.19 , 6.74,,6.47 ,5.69 , 7.17,,6.58 ,5.79 , 7.33,,6.36 ,5.56 , 7.10,,6.12 ,5.31 , 6.92,,5.53 ,4.79 , 6.26,,4.98 ,4.31 , 5.67,,4.59 ,3.99 , 5.22,,4.30 ,3.76 , 4.95,,4.07 ,3.57 , 4.70,,3.94 ,3.44 , 4.56,,3.77 ,3.25 , 4.40,,3.48 ,2.98 , 4.08,,3.31 ,2.80 , 3.88,,3.05 ,2.56 , 3.56,,2.79 ,2.32 , 3.28,,2.54 ,2.10 , 2.99,,2.38 ,1.97 , 2.79,,2.19 ,1.83 , 2.57,,1.98 ,1.63 , 2.34,,1.76 ,1.42 , 2.07,,1.62 ,1.29 , 1.91,,1.40 ,1.10 , 1.66,,1.23 ,0.95 , 1.47,
Guyana,0.09 ,0.03 , 0.15,,0.12 ,0.05 , 0.21,,0.17 ,0.08 , 0.27,,0.25 ,0.13 , 0.39,,0.34 ,0.19 , 0.52,,0.46 ,0.26 , 0.68,,0.61 ,0.38 , 0.86,,0.78 ,0.52 , 1.11,,0.99 ,0.69 , 1.35,,1.24 ,0.90 , 1.68,,1.49 ,1.13 , 1.87,,1.70 ,1.35 , 2.01,,1.82 ,1.53 , 2.10,,1.85 ,1.60 , 2.15,,1.77 ,1.53 , 2.05,,1.60 ,1.40 , 1.85,,1.39 ,1.21 , 1.59,,1.25 ,1.08 , 1.42,,1.16 ,1.01 , 1.31,,1.07 ,0.94 , 1.21,,1.01 ,0.88 , 1.15,,0.97 ,0.83 , 1.11,,0.92 ,0.78 , 1.08,,0.90 ,0.75 , 1.06,,0.87 ,0.71 , 1.06,,0.85 ,0.68 , 1.02,,0.82 ,0.66 , 1.00,,0.79 ,0.62 , 0.98,,0.77 ,0.61 , 0.96,,0.73 ,0.57 , 0.92,,0.72 ,0.55 , 0.91,
Haiti,5.18 ,4.09 , 6.63,,5.09 ,4.13 , 6.29,,4.68 ,3.78 , 5.75,,4.13 ,3.38 , 5.06,,3.78 ,3.13 , 4.60,,3.40 ,2.84 , 4.13,,3.07 ,2.60 , 3.71,,2.87 ,2.49 , 3.45,,2.75 ,2.38 , 3.29,,2.49 ,2.19 , 2.99,,2.32 ,2.03 , 2.73,,2.37 ,2.06 , 2.74,,2.16 ,1.86 , 2.47,,2.06 ,1.78 , 2.36,,1.88 ,1.63 , 2.19,,1.77 ,1.52 , 2.05,,1.68 ,1.44 , 1.95,,1.60 ,1.35 , 1.86,,1.51 ,1.26 , 1.77,,1.45 ,1.22 , 1.70,,1.38 ,1.13 , 1.61,,1.35 ,1.08 , 1.57,,1.30 ,1.04 , 1.51,,1.22 ,0.96 , 1.45,,1.13 ,0.87 , 1.35,,1.06 ,0.81 , 1.28,,0.99 ,0.74 , 1.22,,0.88 ,0.64 , 1.11,,0.79 ,0.55 , 1.02,,0.77 ,0.54 , 1.03,,0.64 ,0.41 , 0.89,
Honduras,1.48 ,1.09 , 2.00,,1.55 ,1.21 , 2.01,,1.58 ,1.29 , 1.96,,1.54 ,1.26 , 1.81,,1.48 ,1.22 , 1.74,,1.39 ,1.14 , 1.63,,1.22 ,0.99 , 1.46,,1.08 ,0.86 , 1.32,,0.91 ,0.72 , 1.12,,0.75 ,0.58 , 0.91,,0.60 ,0.47 , 0.74,,0.46 ,0.36 , 0.58,,0.37 ,0.28 , 0.47,,0.29 ,0.22 , 0.38,,0.20 ,0.15 , 0.26,,0.17 ,0.13 , 0.23,,0.16 ,0.11 , 0.21,,0.14 ,0.10 , 0.19,,0.14 ,0.10 , 0.19,,0.14 ,0.10 , 0.20,,0.14 ,0.10 , 0.20,,0.14 ,0.10 , 0.19,,0.13 ,0.10 , 0.18,,0.13 ,0.09 , 0.18,,0.13 ,0.09 , 0.17,,0.12 ,0.09 , 0.17,,0.12 ,0.09 , 0.17,,0.12 ,0.09 , 0.17,,0.12 ,0.09 , 0.16,,0.11 ,0.08 , 0.16,,0.11 ,0.08 , 0.15,
Hungary,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Iceland,0.02 ,<0.01 , 0.09,"Children estimates were not available at the time of publication.",0.03 ,<0.01 , 0.08,"Children estimates were not available at the time of publication.",0.04 ,0.01 , 0.08,"Children estimates were not available at the time of publication.",0.05 ,0.02 , 0.09,"Children estimates were not available at the time of publication.",0.05 ,0.03 , 0.09,"Children estimates were not available at the time of publication.",0.06 ,0.03 , 0.09,"Children estimates were not available at the time of publication.",0.06 ,0.03 , 0.09,"Children estimates were not available at the time of publication.",0.07 ,0.04 , 0.09,"Children estimates were not available at the time of publication.",0.07 ,0.04 , 0.09,"Children estimates were not available at the time of publication.",0.07 ,0.04 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.05 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.05 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.05 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.08,"Children estimates were not available at the time of publication.",0.08 ,0.06 , 0.09,"Children estimates were not available at the time of publication.",0.08 ,0.06 , 0.09,"Children estimates were not available at the time of publication.",0.08 ,0.06 , 0.09,"Children estimates were not available at the time of publication.",0.08 ,0.06 , 0.09,"Children estimates were not available at the time of publication.",0.08 ,0.06 , 0.09,"Children estimates were not available at the time of publication.",0.08 ,0.06 , 0.09,"Children estimates were not available at the time of publication.",0.08 ,0.06 , 0.09,"Children estimates were not available at the time of publication.",0.08 ,0.06 , 0.09,"Children estimates were not available at the time of publication.",0.08 ,0.06 , 0.09,"Children estimates were not available at the time of publication.",0.08 ,0.06 , 0.09,"Children estimates were not available at the time of publication.",0.08 ,0.06 , 0.09,"Children estimates were not available at the time of publication.",0.08 ,0.06 , 0.09,"Children estimates were not available at the time of publication.",0.08 ,0.06 , 0.09,"Children estimates were not available at the time of publication."
India,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Indonesia,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,0.01 ,0.01 , 0.01,,0.02 ,0.02 , 0.02,,0.03 ,0.03 , 0.03,,0.04 ,0.04 , 0.05,,0.06 ,0.05 , 0.07,,0.08 ,0.07 , 0.08,,0.11 ,0.10 , 0.12,,0.18 ,0.16 , 0.20,,0.29 ,0.26 , 0.32,,0.32 ,0.29 , 0.36,,0.33 ,0.30 , 0.36,,0.35 ,0.32 , 0.39,,0.37 ,0.34 , 0.40,,0.36 ,0.33 , 0.40,,0.35 ,0.32 , 0.38,,0.34 ,0.32 , 0.38,,0.34 ,0.31 , 0.37,,0.33 ,0.30 , 0.36,,0.31 ,0.29 , 0.35,,0.29 ,0.27 , 0.33,,0.27 ,0.24 , 0.30,,0.24 ,0.22 , 0.27,,0.22 ,0.20 , 0.25,,0.21 ,0.19 , 0.24,,0.20 ,0.18 , 0.22,,0.18 ,0.16 , 0.21,,0.17 ,0.15 , 0.19,
Iran (Islamic Republic of),<0.01 ,<0.01 , 0.05,,<0.01 ,<0.01 , 0.05,,<0.01 ,<0.01 , 0.05,,0.01 ,<0.01 , 0.06,,0.02 ,<0.01 , 0.07,,0.03 ,0.01 , 0.12,,0.05 ,0.02 , 0.16,,0.06 ,0.03 , 0.20,,0.08 ,0.04 , 0.21,,0.10 ,0.06 , 0.23,,0.13 ,0.08 , 0.27,,0.17 ,0.11 , 0.30,,0.21 ,0.14 , 0.33,,0.24 ,0.17 , 0.35,,0.26 ,0.18 , 0.36,,0.25 ,0.17 , 0.37,,0.23 ,0.15 , 0.34,,0.19 ,0.12 , 0.30,,0.16 ,0.10 , 0.26,,0.13 ,0.08 , 0.22,,0.10 ,0.06 , 0.20,,0.08 ,0.05 , 0.19,,0.07 ,0.04 , 0.19,,0.06 ,0.03 , 0.20,,0.06 ,0.03 , 0.20,,0.05 ,0.03 , 0.21,,0.05 ,0.03 , 0.22,,0.05 ,0.02 , 0.22,,0.05 ,0.02 , 0.22,,0.05 ,0.02 , 0.21,,0.05 ,0.02 , 0.22,
Iraq,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Ireland,0.05 ,0.04 , 0.07,"Children estimates were not available at the time of publication.",0.05 ,0.05 , 0.06,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.06 , 0.07,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.08,"Children estimates were not available at the time of publication.",0.07 ,0.07 , 0.08,"Children estimates were not available at the time of publication.",0.08 ,0.07 , 0.09,"Children estimates were not available at the time of publication.",0.08 ,0.08 , 0.09,"Children estimates were not available at the time of publication.",0.09 ,0.08 , 0.09,"Children estimates were not available at the time of publication.",0.09 ,0.08 , 0.09,"Children estimates were not available at the time of publication.",0.09 ,0.08 , 0.10,"Children estimates were not available at the time of publication.",0.09 ,0.09 , 0.10,"Children estimates were not available at the time of publication.",0.09 ,0.09 , 0.10,"Children estimates were not available at the time of publication.",0.09 ,0.09 , 0.10,"Children estimates were not available at the time of publication.",0.10 ,0.09 , 0.11,"Children estimates were not available at the time of publication.",0.10 ,0.09 , 0.11,"Children estimates were not available at the time of publication.",0.11 ,0.10 , 0.12,"Children estimates were not available at the time of publication.",0.11 ,0.10 , 0.12,"Children estimates were not available at the time of publication.",0.12 ,0.11 , 0.13,"Children estimates were not available at the time of publication.",0.12 ,0.11 , 0.14,"Children estimates were not available at the time of publication.",0.13 ,0.12 , 0.15,"Children estimates were not available at the time of publication.",0.14 ,0.12 , 0.16,"Children estimates were not available at the time of publication.",0.14 ,0.12 , 0.17,"Children estimates were not available at the time of publication.",0.14 ,0.12 , 0.17,"Children estimates were not available at the time of publication.",0.15 ,0.12 , 0.18,"Children estimates were not available at the time of publication.",0.15 ,0.12 , 0.19,"Children estimates were not available at the time of publication.",0.15 ,0.12 , 0.20,"Children estimates were not available at the time of publication.",0.15 ,0.11 , 0.21,"Children estimates were not available at the time of publication.",0.16 ,0.11 , 0.22,"Children estimates were not available at the time of publication.",0.15 ,0.10 , 0.23,"Children estimates were not available at the time of publication.",0.15 ,0.09 , 0.23,"Children estimates were not available at the time of publication."
